gene_id,PM2601,PM2602,PM2603,PM2604
gene-PA2980,2446,2575,2835,3016
gene-PA2981,2845,3058,2946,3517
gene-PA2982,1887,1781,2057,2097
gene-PA2983,2530,2779,2451,2823
gene-PA2984,835,1207,836,1514
gene-PA2985,714,724,645,797
gene-PA2986,3533,3613,3541,4146
gene-PA2987,3522,3769,4278,5180
gene-PA2988,4609,4399,4340,4962
gene-PA2989,1424,1376,1013,1351
gene-PA2990,2358,2540,3028,3461
gene-PA2991,11165,11254,10213,12313
gene-PA2992,2130,1952,1780,2124
gene-PA2993,4553,4940,5100,5591
gene-PA2994,5940,5877,6847,7708
gene-PA2995,3901,3655,3954,4583
gene-PA2996,3815,3729,4263,4894
gene-PA2997,5043,5115,5763,6498
gene-PA2998,8062,8297,8917,9887
gene-PA2999,9857,9039,10230,10609
gene-PA3000,5395,4948,4214,4726
gene-PA3001,38961,40158,38756,44404
gene-PA3002,13175,13878,16775,19283
gene-PA3003,1513,1352,1500,1906
gene-PA3004,4473,4250,3801,4301
gene-PA3005,3406,3254,3488,4216
gene-PA3006,2375,2999,3987,5140
gene-PA3007,4243,4532,4127,4448
gene-PA3008,2519,2133,2403,2467
gene-PA3009,2518,2057,2361,2664
gene-PA3010,2304,2147,2529,2729
gene-PA3011,18013,18277,22018,23771
gene-PA3012,1133,703,706,865
gene-PA3013,4846,4744,11939,11574
gene-PA3014,7663,8193,17951,18127
gene-PA3015,1073,1226,1033,1167
gene-PA3016,454,565,572,774
gene-PA3017,1032,1109,1222,1368
gene-PA3018,1759,2075,1851,2317
gene-PA3019,6533,6407,7205,7872
gene-PA3020,5262,6017,5417,6702
gene-PA3021,5553,4848,2895,3459
gene-PA3022,2061,1989,1970,2356
gene-PA3023,577,687,710,916
gene-PA3024,794,1034,999,1472
gene-PA3025,357,570,719,1398
gene-PA3026,1440,1726,1259,1981
gene-PA3027,1712,1976,1867,2144
gene-PA3028,2016,2178,3321,4225
gene-PA3029,3186,3374,3995,4600
gene-PA3030,612,555,558,840
gene-PA3031,14756,12257,11591,12285
gene-PA3031.1,105,60,28,26
gene-PA3032,1477,1331,777,963
gene-PA3033,764,828,668,792
gene-PA3034,1339,1408,1120,1299
gene-PA3035,907,989,758,1044
gene-PA3036,597,708,668,1060
gene-PA3037,810,1008,720,972
gene-PA3038,2230,2370,1255,1629
gene-PA3039,1258,1111,723,942
gene-PA3040,2968,3122,4465,4827
gene-PA3041,2073,2274,2917,3260
gene-PA3042,982,961,1184,1410
gene-PA3043,3855,3775,3565,4519
gene-PA3044,1900,2121,1419,2070
gene-PA3045,439,462,190,328
gene-PA3046,3549,2462,2344,2441
gene-PA3047,5849,6054,6336,7861
gene-PA3048,4591,4350,5771,6533
gene-PA3049,1529,1324,4130,4919
gene-PA3050,3983,4532,4462,5107
gene-PA3051,1250,1570,1413,1670
gene-PA3052,1999,2135,2855,3751
gene-PA3053,2026,2176,1703,2347
gene-PA3054,3420,3782,4043,5107
gene-PA3055,975,776,712,969
gene-PA3056,620,575,636,789
gene-PA3057,338,225,153,188
gene-PA3058,1639,1108,741,864
gene-PA3059,1500,1648,907,1395
gene-PA3060,696,849,680,965
gene-PA3061,951,1351,964,1421
gene-PA3062,191,264,214,439
gene-PA3063,1689,2087,1575,2713
gene-PA3064,2046,2298,1435,2553
gene-PA3065,550,846,761,1101
gene-PA3066,405,586,659,887
gene-PA3067,435,670,533,681
gene-PA3068,31769,29855,38047,44044
gene-PA3069,2730,2432,2468,2770
gene-PA3070,4393,5092,5248,6284
gene-PA3071,1387,1626,2511,3210
gene-PA3072,296,317,512,608
gene-PA3073,737,864,1253,1521
gene-PA3074,1406,1808,2105,3008
gene-PA3075,1898,2155,2375,2930
gene-PA3076,1453,2008,1957,2496
gene-PA3077,1141,1432,1521,1984
gene-PA3078,2019,2313,2028,2534
gene-PA3079,3335,3582,2559,3546
gene-PA3080,1944,2101,2300,2870
gene-PA3081,3272,2932,4293,5668
gene-PA3082,8737,8677,8629,10243
gene-PA3083,13568,13241,16664,20035
gene-PA3084,4312,4376,4944,5456
gene-PA3085,1919,2130,2240,2395
gene-PA3086,929,1144,1186,1608
gene-PA3087,1698,2147,2368,3074
gene-PA3088,3418,3446,3460,3758
gene-PA3089,326,344,525,857
gene-PA3089a,292,359,515,949
gene-PA3091,865,927,1158,1733
gene-PA3092,1738,2083,1749,2611
gene-PA3093,2406,2884,3283,4113
gene-PA3094,1754,1931,2143,2695
gene-PA3094.1,3036,2452,2441,2410
gene-PA3094.2,7994,6354,7564,6927
gene-PA3094.3,6165,5012,5921,5400
gene-PA3095,169,161,396,719
gene-PA3096,325,369,773,1498
gene-PA3097,721,794,842,1231
gene-PA3098,543,693,845,1240
gene-PA3099,415,487,743,873
gene-PA3100,485,624,736,890
gene-PA3101,982,785,927,1030
gene-PA3102,1007,1062,1190,1578
gene-PA3103,2126,2227,2339,2786
gene-PA3104,1294,1642,2024,3175
gene-PA3105,3293,3281,3613,4425
gene-PA3106,2673,2820,4091,4540
gene-PA3107,8315,8515,12855,14727
gene-PA3108,12210,12739,16365,18247
gene-PA3109,1590,1612,1501,1630
gene-PA3110,2142,2027,2988,3421
gene-PA3111,5163,5281,9036,10350
gene-PA3112,8991,8184,12489,13201
gene-PA3113,1476,1741,2041,2116
gene-PA3114,940,1163,820,1059
gene-PA3115,4127,4702,5818,6627
gene-PA3116,2360,2631,2480,2996
gene-PA3117,7632,8593,8841,9705
gene-PA3118,2835,2976,3542,4072
gene-PA3119,939,970,1702,2020
gene-PA3120,2037,2316,3101,3739
gene-PA3121,5247,6425,8532,10490
gene-PA3122,1628,2039,1840,2464
gene-PA3123,711,722,681,793
gene-PA3124,1011,1051,1298,1622
gene-PA3125,921,1345,1384,1836
gene-PA3126,1445,2824,9471,9390
gene-PA3127,989,1164,1278,1790
gene-PA3128,1061,1250,1325,1766
gene-PA3129,1375,1786,2090,2586
gene-PA3130,563,775,687,804
gene-PA3131,1029,1148,1116,1473
gene-PA3132,514,655,528,906
gene-PA3133,515,618,341,562
gene-PA3133.1,223,193,117,175
gene-PA3133.2,1359,1466,1109,1142
gene-PA3133.3,1284,1141,1078,1085
gene-PA3133.4,881,646,647,588
gene-PA3134,10876,10842,11536,12846
gene-PA3135,1455,1705,1320,1656
gene-PA3136,891,1123,860,1298
gene-PA3137,1484,1432,1092,1508
gene-PA3138,4556,5113,5623,6414
gene-PA3139,14403,14594,19221,22664
gene-PA3139.1,196,109,85,89
gene-PA3140,634,463,390,481
gene-PA3141,7224,6911,6547,7308
gene-PA3142,1035,812,877,915
gene-PA3143,2380,1913,1669,1941
gene-PA3145,5389,4367,3185,3810
gene-PA3146,6668,5268,4314,4761
gene-PA3147,7241,5667,4782,5417
gene-PA3148,12406,10532,9400,11509
gene-PA3149,8214,7425,4783,5857
gene-PA3150,9302,9264,5949,7636
gene-PA3151,3166,1927,1933,2028
gene-PA3152,2130,1395,1097,1211
gene-PA3153,4281,2806,1858,2266
gene-PA3154,4621,3177,2096,2699
gene-PA3155,9972,8894,9907,11112
gene-PA3156,4464,3096,3982,4193
gene-PA3157,7946,6286,4682,5450
gene-PA3158,26632,25589,19498,24358
gene-PA3159,40797,37134,33225,38492
gene-PA3160,4675,3273,2923,3039
gene-PA3161,1475,1441,1419,1631
gene-PA3162,198971,207434,208863,228393
gene-PA3163,3025,2843,3346,4029
gene-PA3165,6763,6728,6597,7306
gene-PA3166,13091,12297,11780,14142
gene-PA3167,14614,15002,15354,17821
gene-PA3168,33279,36631,42352,44453
gene-PA3169,3584,3412,3744,4160
gene-PA3170,3857,3986,4764,6068
gene-PA3171,4619,4955,7129,7898
gene-PA3172,5356,5697,6761,7961
gene-PA3173,5028,4753,5691,7254
gene-PA3174,648,879,674,990
gene-PA3175,465,620,704,1115
gene-PA3176,667,901,635,996
gene-PA3177,2833,3103,3204,3807
gene-PA3178,493,518,677,774
gene-PA3179,5402,5617,4855,5333
gene-PA3180,649,806,663,842
gene-PA3181,4089,4051,9407,11022
gene-PA3182,1828,1902,6576,7817
gene-PA3183,11067,11412,22306,23454
gene-PA3184,1691,2420,2638,3167
gene-PA3185,1268,1452,2238,2828
gene-PA3186,1630,1668,1166,1520
gene-PA3187,794,844,647,925
gene-PA3188,676,745,405,587
gene-PA3189,558,811,494,817
gene-PA3190,1301,1501,847,1453
gene-PA3191,1175,1399,1716,2356
gene-PA3192,1073,1143,2034,2426
gene-PA3193,2225,2514,4959,5926
gene-PA3194,10481,10752,19499,23069
gene-PA3195,5253,5672,10581,12201
gene-PA3196,1261,1345,1529,1923
gene-PA3197,1305,1363,1466,2092
gene-PA3198,1161,1131,1236,1450
gene-PA3199,2476,2616,2496,3154
gene-PA3200,1579,1532,1671,1953
gene-PA3201,4748,4995,4771,5395
gene-PA3202,2356,2489,3122,3565
gene-PA3203,1408,1626,2249,2630
gene-PA3204,1705,1878,2600,3019
gene-PA3205,2290,2419,4255,3244
gene-PA3206,1163,1608,2194,2876
gene-PA3207,284,294,584,713
gene-PA3208,409,400,859,1078
gene-PA3209,278,233,229,266
gene-PA3210,3641,4055,3643,4152
gene-PA3211,2125,2283,2405,3108
gene-PA3212,1069,1281,1505,2048
gene-PA3213,1887,2223,2401,2822
gene-PA3214,859,1096,1893,2222
gene-PA3215,1279,1708,1650,2180
gene-PA3216,532,551,381,560
gene-PA3217,2998,3471,2769,3353
gene-PA3219,532,745,357,595
gene-PA3220,711,960,1063,1712
gene-PA3221,867,1007,758,958
gene-PA3222,895,1113,830,1250
gene-PA3223,759,809,491,662
gene-PA3224,1426,1355,1233,1472
gene-PA3225,2410,2470,3551,4262
gene-PA3226,2357,2209,2870,3371
gene-PA3227,5014,4586,6874,7470
gene-PA3228,4097,4213,5543,6303
gene-PA3229,321,329,341,427
gene-PA3230,1184,1541,1293,1607
gene-PA3231,279,153,84,124
gene-PA3232,676,751,399,688
gene-PA3233,1254,1693,1049,1731
gene-PA3234,2072,2504,863,1358
gene-PA3235,564,583,162,292
gene-PA3236,704,766,364,625
gene-PA3237,265,335,146,211
gene-PA3238,5588,4819,4645,5459
gene-PA3239,2223,2137,2439,3158
gene-PA3240,1278,1469,1513,1875
gene-PA3241,1303,1289,1815,2347
gene-PA3242,2853,3090,3303,3777
gene-PA3243,4861,5180,4812,5392
gene-PA3244,20964,21786,17612,19275
gene-PA3245,5190,4980,3974,4293
gene-PA3246,4279,4477,4569,5020
gene-PA3247,7972,8555,10992,12889
gene-PA3248,1211,1392,1645,1997
gene-PA3249,738,805,738,1026
gene-PA3250,1014,1180,732,987
gene-PA3251,607,835,560,1002
gene-PA3252,750,1018,522,871
gene-PA3253,716,881,454,773
gene-PA3254,771,916,657,1112
gene-PA3255,1769,1893,1786,2251
gene-PA3256,1456,1705,1652,2148
gene-PA3257,22581,25474,28942,33960
gene-PA3258,2086,2258,1562,2123
gene-PA3259,411,575,658,852
gene-PA3260,617,494,699,753
gene-PA3261,1204,1298,1120,1368
gene-PA3262,11147,11543,10888,12015
gene-PA3262.1,7542,7845,4613,5976
gene-PA3262.2,5004,5646,3437,4495
gene-PA3263,9123,8921,9593,10397
gene-PA3264,2769,3115,2903,3462
gene-PA3265,672,616,458,586
gene-PA3266,50009,52847,38767,46693
gene-PA3267,4982,4893,3416,4169
gene-PA3268,6922,8295,4429,5834
gene-PA3269,1645,1853,1857,2163
gene-PA3270,1398,1354,1726,2106
gene-PA3271,3845,4777,4261,5986
gene-PA3272,2039,2680,3903,5548
gene-PA3273,236,292,265,522
gene-PA3274,301,340,240,394
gene-PA3275,385,445,430,598
gene-PA3276,842,937,786,886
gene-PA3277,712,761,803,1025
gene-PA3278,761,624,948,1165
gene-PA3279,1149,1170,510,908
gene-PA3280,1367,1161,623,996
gene-PA3281,781,876,805,1031
gene-PA3282,1517,1538,1695,1821
gene-PA3283,2491,2684,3083,3370
gene-PA3284,707,852,998,1200
gene-PA3285,1639,1553,2421,2983
gene-PA3286,9038,8543,12164,13721
gene-PA3287,372,331,279,431
gene-PA3288,641,765,813,998
gene-PA3289,509,584,487,626
gene-PA3290,3122,2467,1976,2665
gene-PA3291,756,614,178,328
gene-PA3292,953,606,299,455
gene-PA3293,648,813,617,1083
gene-PA3294,2810,3049,1988,2720
gene-PA3295,1852,2010,1668,1860
gene-PA3296,1193,1423,862,1325
gene-PA3297,7268,8027,10515,12796
gene-PA3298,265,372,191,413
gene-PA3299,15151,18137,14269,17664
gene-PA3300,2410,2289,1481,1873
gene-PA3301,3323,3311,3801,4997
gene-PA3302,4961,5178,4778,5758
gene-PA3303,900,1101,1101,1674
gene-PA3303a,272,393,267,390
gene-PA3304,917,1159,1033,1349
gene-PA3304.1,215,309,221,315
gene-PA3305,1686,1854,1967,2660
gene-PA3305.1,2055,1254,2489,2947
gene-PA3306,1196,1250,1517,1898
gene-PA3307,315,258,331,438
gene-PA3308,18657,19457,23567,27314
gene-PA3309,15416,13238,40400,39936
gene-PA3310,3370,3252,2578,2940
gene-PA3311,1852,2082,1570,2461
gene-PA3312,491,585,594,875
gene-PA3313,3829,3808,3011,3532
gene-PA3314,764,663,1016,1412
gene-PA3315,488,520,651,930
gene-PA3316,444,548,466,714
gene-PA3317,753,830,653,1054
gene-PA3318,600,642,380,541
gene-PA3319,1854,2438,1306,2107
gene-PA3320,319,257,143,332
gene-PA3321,634,785,805,1302
gene-PA3322,619,798,673,1111
gene-PA3323,699,864,810,1210
gene-PA3324,1266,1839,1451,2164
gene-PA3325,842,1030,644,945
gene-PA3326,1208,1018,827,1154
gene-PA3327,2886,3625,3081,6122
gene-PA3328,306,487,435,1032
gene-PA3329,527,630,374,745
gene-PA3330,384,531,368,751
gene-PA3331,640,814,702,1205
gene-PA3332,306,426,327,440
gene-PA3333,481,625,427,709
gene-PA3334,305,250,101,219
gene-PA3335,623,658,471,915
gene-PA3336,1048,1049,2882,3531
gene-PA3337,3192,3914,8995,9634
gene-PA3338,593,621,513,571
gene-PA3339,2523,3092,2826,3592
gene-PA3340,2010,2030,2907,3459
gene-PA3341,2880,3145,3193,3931
gene-PA3342,1070,1081,1033,1358
gene-PA3343,1866,1940,1905,2595
gene-PA3344,8990,9089,9581,11128
gene-PA3345,1123,1108,778,992
gene-PA3346,1821,2247,2009,2766
gene-PA3347,1201,1452,1553,1825
gene-PA3348,3582,3395,4819,5429
gene-PA3349,4711,4560,7716,8603
gene-PA3350,2432,2739,2616,2947
gene-PA3351,13076,15513,15796,19009
gene-PA3352,6304,7392,8793,10323
gene-PA3353,4069,5137,4876,6130
gene-PA3354,940,1300,1654,2127
gene-PA3355,1664,2178,1810,2480
gene-PA3356,5119,6635,7784,9483
gene-PA3357,2204,2432,2903,3850
gene-PA3358,513,479,703,1243
gene-PA3359,918,717,718,1175
gene-PA3360,502,639,532,893
gene-PA3361,307,286,120,177
gene-PA3362,684,531,302,424
gene-PA3363,736,850,552,711
gene-PA3364,1477,1751,1187,1843
gene-PA3365,734,832,814,1407
gene-PA3366,1762,1376,1553,1743
gene-PA3366.1,234,159,136,132
gene-PA3367,837,750,724,840
gene-PA3368,822,897,782,1101
gene-PA3368.1,606,559,521,595
gene-PA3369,776,702,520,677
gene-PA3370,450,331,213,349
gene-PA3371,592,486,403,504
gene-PA3372,679,823,930,1501
gene-PA3373,323,336,669,971
gene-PA3374,622,753,895,1479
gene-PA3375,271,496,413,698
gene-PA3376,288,507,426,821
gene-PA3377,707,926,549,905
gene-PA3378,962,1067,809,1549
gene-PA3379,260,370,469,799
gene-PA3380,103,154,218,385
gene-PA3381,488,544,401,803
gene-PA3382,680,835,442,739
gene-PA3383,811,894,415,670
gene-PA3384,482,543,337,737
gene-PA3385,14105,15780,14478,18377
gene-PA3386,583,520,609,844
gene-PA3387,994,1093,872,1234
gene-PA3388,805,1034,939,1313
gene-PA3389,565,529,368,537
gene-PA3390,419,452,382,455
gene-PA3391,4758,5693,15875,17692
gene-PA3392,12399,12308,74434,78117
gene-PA3393,2355,2439,13816,15340
gene-PA3394,546,642,4364,5769
gene-PA3395,687,694,3733,4453
gene-PA3396,309,354,1798,2201
gene-PA3397,10890,11897,12408,12744
gene-PA3398,1230,1553,1238,1742
gene-PA3399,639,804,678,795
gene-PA3400,1413,1751,1255,1774
gene-PA3401,1670,1903,1584,2204
gene-PA3402,1411,1542,1725,2370
gene-PA3403,763,696,826,1090
gene-PA3403a,746,758,577,819
gene-PA3404,836,1073,1091,1743
gene-PA3405,553,689,585,1117
gene-PA3406,541,713,561,1056
gene-PA3407,907,853,694,1207
gene-PA3408,2603,3195,1808,3253
gene-PA3409,769,873,554,759
gene-PA3410,3783,4178,1302,2123
gene-PA3411,204,204,195,334
gene-PA3412,313,258,78,190
gene-PA3413,1200,876,1017,1175
gene-PA3414,1152,1176,1583,2170
gene-PA3415,508,698,685,1156
gene-PA3416,439,679,640,1100
gene-PA3417,435,566,589,970
gene-PA3418,545,772,1202,1671
gene-PA3419,545,671,1024,1491
gene-PA3420,597,898,1038,2079
gene-PA3421,817,819,508,958
gene-PA3422,1491,1738,877,1464
gene-PA3423,1199,1522,1082,1566
gene-PA3424,715,662,889,1513
gene-PA3425,386,390,548,826
gene-PA3426,473,625,688,1053
gene-PA3427,1034,1268,964,1387
gene-PA3428,351,444,239,352
gene-PA3429,516,768,693,1062
gene-PA3430,991,1064,1790,2193
gene-PA3431,1110,883,2467,3097
gene-PA3432,798,601,1313,1762
gene-PA3433,780,919,784,1277
gene-PA3434,1160,1265,1059,1515
gene-PA3435,2774,2717,2733,2932
gene-PA3436,548,645,2209,2558
gene-PA3437,3687,4620,4243,5575
gene-PA3438,3425,3718,3893,4580
gene-PA3439,2904,3214,4080,4922
gene-PA3440,5808,6298,6793,7892
gene-PA3440a,4765,5728,5879,6742
gene-PA3441,516,537,431,522
gene-PA3442,576,620,873,1181
gene-PA3443,748,879,537,832
gene-PA3444,1033,1671,584,1066
gene-PA3445,2259,3150,766,1198
gene-PA3446,2214,2788,666,803
gene-PA3447,526,774,532,955
gene-PA3448,353,439,410,770
gene-PA3449,683,962,500,813
gene-PA3450,3798,4329,969,1070
gene-PA3451,328,126,100,110
gene-PA3452,21046,23172,20592,23385
gene-PA3453,1434,1391,1282,1612
gene-PA3454,1576,1900,1766,2100
gene-PA3455,2045,2269,2715,3349
gene-PA3456,1174,1363,2244,2911
gene-PA3457,630,601,1174,1296
gene-PA3458,1856,2049,3512,4269
gene-PA3459,6101,5875,8296,9569
gene-PA3460,4585,4396,5849,6875
gene-PA3461,2278,2166,2588,3419
gene-PA3462,1903,2432,1837,2868
gene-PA3463,401,488,364,549
gene-PA3464,940,1138,854,1544
gene-PA3465,2097,2262,4504,6085
gene-PA3466,5305,5368,6117,7478
gene-PA3467,813,1112,701,1369
gene-PA3468,6644,6426,6610,7518
gene-PA3469,2185,2094,2375,3022
gene-PA3470,1056,1058,1595,1717
gene-PA3471,10167,10046,10306,12587
gene-PA3472,4142,5044,4115,4864
gene-PA3473,1307,1761,1408,1785
gene-PA3474,1474,1590,1095,1494
gene-PA3475,1204,1608,1041,1473
gene-PA3476,962,1008,765,1063
gene-PA3477,2102,1964,1497,1951
gene-PA3478,1212,1406,1196,1832
gene-PA3479,963,1171,625,871
gene-PA3480,7129,7660,6376,7307
gene-PA3481,2789,3244,3607,4167
gene-PA3482,23726,23683,24736,28646
gene-PA3483,4880,5042,5145,5919
gene-PA3484,13591,12341,4814,5862
gene-PA3485,1618,1361,728,982
gene-PA3486,3690,4069,2252,2973
gene-PA3487,5772,5675,2821,3985
gene-PA3488,3434,3108,1495,2129
gene-PA3489,1380,1261,1297,1570
gene-PA3490,666,709,1267,1759
gene-PA3491,2893,3015,3994,5487
gene-PA3492,1421,1396,1743,2395
gene-PA3493,734,991,1347,1855
gene-PA3494,1673,1944,1575,2209
gene-PA3495,2471,2469,1972,2513
gene-PA3496,581,378,347,352
gene-PA3497,1198,1198,601,925
gene-PA3498,896,974,706,1104
gene-PA3499,347,332,237,463
gene-PA3500,962,907,827,1191
gene-PA3501,297,378,269,325
gene-PA3502,396,584,323,491
gene-PA3504,795,1124,936,1475
gene-PA3505,308,427,436,717
gene-PA3506,886,1025,1006,1673
gene-PA3507,576,695,600,938
gene-PA3508,780,924,693,1079
gene-PA3509,346,498,439,764
gene-PA3510,548,564,532,666
gene-PA3511,330,369,447,833
gene-PA3512,622,738,541,852
gene-PA3513,805,1069,812,1279
gene-PA3514,742,927,571,904
gene-PA3515,1025,1003,769,1035
gene-PA3516,1306,1589,1071,1541
gene-PA3517,1111,1363,806,1399
gene-PA3518,1049,1087,494,802
gene-PA3519,1327,1143,484,755
gene-PA3520,384,201,77,119
gene-PA3521,400,510,667,1341
gene-PA3522,2279,2654,1869,3264
gene-PA3523,872,1049,693,1288
gene-PA3524,5636,6306,7595,8911
gene-PA3525,18103,18313,17019,19388
gene-PA3526,1320,1560,2096,3009
gene-PA3527,14265,14585,16456,20309
gene-PA3528,6656,7137,7383,8187
gene-PA3529,18325,19952,24820,28205
gene-PA3530,2630,2186,1017,1553
gene-PA3531,5189,5307,12202,11648
gene-PA3532,3208,4088,7260,7636
gene-PA3533,8660,8636,11661,13182
gene-PA3534,1420,1745,1551,2350
gene-PA3535,2117,2813,2146,3478
gene-PA3536,552,687,662,914
gene-PA3537,8269,8481,6757,8124
gene-PA3538,7255,7763,7542,8482
gene-PA3539,3795,3806,3065,3482
gene-PA3540,1317,1077,547,767
gene-PA3541,1440,1455,735,1319
gene-PA3542,728,902,682,1146
gene-PA3543,366,507,537,1152
gene-PA3544,1223,1528,954,1647
gene-PA3545,1686,1573,1182,1590
gene-PA3546,1012,1183,776,1021
gene-PA3547,829,977,742,1177
gene-PA3548,1169,1214,660,1117
gene-PA3549,751,904,676,1263
gene-PA3550,720,970,715,1105
gene-PA3551,1626,1815,1216,1942
gene-PA3552,22826,23608,38566,47839
gene-PA3553,24838,23648,35333,42917
gene-PA3554,37689,34439,51123,61749
gene-PA3555,3723,4126,6930,10242
gene-PA3556,9868,10007,16186,21777
gene-PA3557,1027,1082,2604,3808
gene-PA3558,2352,2094,2683,3336
gene-PA3559,21620,22496,23564,28377
gene-PA3560,2309,2945,3563,4901
gene-PA3561,658,783,1100,1477
gene-PA3562,1647,1893,3013,4287
gene-PA3563,2526,3089,4758,6229
gene-PA3564,359,407,954,1395
gene-PA3565,891,970,963,1329
gene-PA3566,3298,3704,7116,8391
gene-PA3567,3344,3590,8549,10556
gene-PA3568,1745,1955,3213,4404
gene-PA3569,386,535,390,699
gene-PA3570,1404,1451,994,1557
gene-PA3571,951,1165,1149,1744
gene-PA3572,836,667,3337,3430
gene-PA3573,1522,1557,3509,4159
gene-PA3574,2313,2184,1708,2057
gene-PA3574a,600,626,710,782
gene-PA3575,1226,1511,2081,2149
gene-PA3576,688,844,1126,1410
gene-PA3577,281,127,137,162
gene-PA3578,2187,2268,2250,2889
gene-PA3579,5928,6607,9608,11077
gene-PA3580,4561,4509,4307,5100
gene-PA3581,7668,9127,8788,11275
gene-PA3582,9497,11455,13505,15853
gene-PA3583,4792,5229,4364,5087
gene-PA3584,25589,28613,55484,65097
gene-PA3585,948,1035,832,951
gene-PA3586,791,976,646,978
gene-PA3587,1746,2021,2187,2881
gene-PA3588,1204,1294,1105,1704
gene-PA3589,381,543,448,1148
gene-PA3590,734,953,864,1500
gene-PA3591,367,484,381,752
gene-PA3592,652,848,696,1354
gene-PA3593,961,1251,1011,1892
gene-PA3594,1013,1075,764,1141
gene-PA3595,1148,1405,748,1290
gene-PA3596,611,695,864,1380
gene-PA3597,1942,2109,1452,2150
gene-PA3598,6554,7900,6350,8892
gene-PA3599,16004,16759,8823,10752
gene-PA3600,8577,7989,5257,6169
gene-PA3601,18433,14278,9111,10514
gene-PA3602,5414,6326,5021,6152
gene-PA3603,1886,1955,1256,1506
gene-PA3604,2502,2351,2369,2613
gene-PA3605,1010,1131,1177,1671
gene-PA3606,806,978,1468,1761
gene-PA3607,2189,2411,1881,2253
gene-PA3608,1783,1876,1650,2034
gene-PA3609,1495,1689,1545,1842
gene-PA3610,2789,2752,2661,3086
gene-PA3611,5580,5542,4837,5346
gene-PA3612,2132,2037,1820,2032
gene-PA3613,8189,8643,13534,15558
gene-PA3614,5762,6323,10747,11819
gene-PA3615,3362,3363,4486,5224
gene-PA3616,3275,4099,4461,5162
gene-PA3617,18591,21481,22043,24211
gene-PA3618,483,419,359,683
gene-PA3619,1826,2076,1080,1709
gene-PA3620,16231,17631,18304,21309
gene-PA3621,3488,2775,3116,3322
gene-PA3621.1,293,212,147,161
gene-PA3622,6564,6431,4885,6092
gene-PA3623,3738,3661,3813,4175
gene-PA3624,4735,4455,5116,5921
gene-PA3625,9762,10337,10570,11927
gene-PA3626,2907,3345,3555,3974
gene-PA3627,2869,2881,3648,3735
gene-PA3628,3174,2987,4157,4235
gene-PA3629,6858,6488,9234,9677
gene-PA3630,1122,1344,912,1274
gene-PA3631,4885,4477,5373,6159
gene-PA3632,1641,1269,1472,1607
gene-PA3633,3430,3348,3731,4385
gene-PA3634,3420,3552,3350,3844
gene-PA3635,22463,21725,26420,27811
gene-PA3636,18418,19670,21827,26211
gene-PA3637,41571,41701,50388,54007
gene-PA3638,1174,1274,1899,2572
gene-PA3639,16976,18318,18755,21390
gene-PA3640,18663,18523,20088,22914
gene-PA3641,12741,11587,12643,14692
gene-PA3642,2292,2467,2373,2725
gene-PA3643,6889,5978,7972,8831
gene-PA3644,14913,14736,16098,17345
gene-PA3645,12165,12140,11434,12545
gene-PA3646,22270,25297,20969,25892
gene-PA3647,10168,10595,10262,11728
gene-PA3648,45430,46885,40035,45396
gene-PA3649,3875,4318,3991,4901
gene-PA3650,4440,5062,6563,7479
gene-PA3651,3108,3229,4332,4917
gene-PA3652,10891,11548,12836,14823
gene-PA3653,11255,11097,13904,14710
gene-PA3654,8106,8118,9433,10058
gene-PA3655,56660,54186,65741,70888
gene-PA3656,125346,113636,116178,133002
gene-PA3657,9137,9417,11730,12525
gene-PA3658,12114,12071,12677,13878
gene-PA3659,6031,6467,6551,8577
gene-PA3660,2685,2803,2422,3155
gene-PA3661,1352,1248,366,506
gene-PA3662,2362,2630,3837,4408
gene-PA3663,1061,1379,1527,1898
gene-PA3664,2380,2590,2672,3089
gene-PA3665,2534,2623,2929,4110
gene-PA3666,17744,17356,23221,25396
gene-PA3667,4551,4325,6013,7319
gene-PA3668,334,376,853,1255
gene-PA3669,826,1111,1116,1725
gene-PA3670,1507,1838,1360,2272
gene-PA3671,940,969,570,848
gene-PA3672,1158,1192,951,1313
gene-PA3673,9419,9459,9592,11597
gene-PA3674,6909,6907,6037,7569
gene-PA3675,4927,4620,4570,5137
gene-PA3676,4491,4634,3679,4833
gene-PA3677,707,919,958,1505
gene-PA3678,1275,1560,1827,2406
gene-PA3679,1035,1276,2059,2692
gene-PA3680,938,1137,1076,1659
gene-PA3681,505,721,698,1158
gene-PA3682,755,1033,1105,1685
gene-PA3683,2374,2765,2622,3324
gene-PA3684,1014,1133,1530,2153
gene-PA3685,1004,719,1273,1653
gene-PA3686,15104,16180,17674,19578
gene-PA3687,2828,3614,4838,6513
gene-PA3688,566,640,636,742
gene-PA3689,950,1050,1135,1296
gene-PA3690,1365,1711,2233,3124
gene-PA3691,12595,12641,17623,20937
gene-PA3692,23738,24788,30442,36567
gene-PA3693,803,826,1071,1341
gene-PA3694,1674,1610,1767,1963
gene-PA3695,2932,3489,3641,4451
gene-PA3696,1587,1797,1699,2311
gene-PA3697,3543,3597,3504,4099
gene-PA3698,1547,1456,1303,1590
gene-PA3699,1079,1103,1111,1720
gene-PA3700,35749,32591,35993,41044
gene-PA3701,23242,22054,22714,24930
gene-PA3702,1944,2057,2347,3031
gene-PA3703,1948,1976,2227,2764
gene-PA3704,2646,3132,4594,5577
