"gene_id","ST29_biol_rep_1","ST29_biol_rep_2","ST29_biol_rep_3","ST61_biol_rep_1","ST61_biol_rep_2","ST61_biol_rep_3","ST40_biol_rep_1","ST40_biol_rep_2","ST40_biol_rep_3","ST41_biol_rep_1","ST41_biol_rep_2","ST41_biol_rep_3"
"gene-SA1388",3069,2321,2018,589,759,569,3326,3028,3329,2874,2945,3533
"gene-SA1389",1521,1110,780,290,366,259,1465,1278,1325,1306,1325,1569
"gene-sigA",17875,7538,6630,2101,2462,1867,10348,9748,10605,8192,9013,10343
"gene-dnaG",24953,10989,10389,2191,2891,2131,12306,11930,12818,10240,10734,12821
"gene-SA1392",5178,2069,2986,375,362,373,2752,3415,2721,1615,1615,2430
"gene-SA1393",2822,1098,1618,172,152,191,1315,1577,1295,840,898,1238
"gene-glyS",9320,2279,15024,9539,10083,9631,51387,36014,52645,39239,47415,57865
"gene-SA1395",4715,2171,2184,386,410,344,2225,2859,2103,1425,1494,2323
"gene-bex",7267,3050,3206,528,590,455,2929,3765,2851,2081,1998,3179
"gene-cdd",2631,1019,1088,215,252,173,1013,1305,972,631,748,1094
"gene-SA1398",2252,868,860,112,125,96,818,1051,955,579,627,550
"gene-SA1399",3034,1502,1679,279,291,244,1306,1594,1385,986,937,1501
"gene-phoH",5409,2523,2859,473,560,479,2308,2968,2169,1591,1720,2467
"gene-SA1401",10185,5646,5548,1256,1219,1106,6979,5926,7050,4848,4931,7286
"gene-SA1402",13008,5920,5565,1637,1828,1669,7389,7153,7124,4610,5462,7110
"gene-SA1403",7176,3619,3604,833,915,874,5486,5182,5692,3584,4304,5177
"gene-rpsU",8455,7285,6694,2086,2269,2299,10111,9256,12299,6776,9274,8046
"gene-SA1405",12859,7476,6104,2121,2463,2021,5459,5360,5607,5242,6057,6825
"gene-SA1406",4242,2839,2146,498,575,487,1226,1599,1144,969,1077,1539
"gene-SA1407",15595,18219,10125,3313,3661,3484,5104,9056,5363,3428,3616,6633
"gene-dnaJ",12438,17372,9259,2983,3261,3130,4503,7380,4503,2714,2979,5408
"gene-dnaK",75583,146624,75654,28085,29758,29733,29483,61618,29137,14702,17102,30600
"gene-grpE",15908,32079,19555,8485,9164,8845,5733,11986,5965,3151,3628,6078
"gene-hrcA",11999,30818,15973,5941,6419,6625,5643,10998,6188,2827,3352,3493
"gene-hemN",749,867,551,163,206,118,781,767,848,575,527,665
"gene-SAS048",9,3,3,2,5,5,3,5,10,11,11,4
"gene-lepA",15627,7849,6564,2002,2265,2012,8362,8382,8175,6161,6618,8659
"gene-rpsT",10969,2812,3872,1608,1956,1830,4001,3375,4285,4006,5366,4057
"gene-SA1415",3505,1420,1184,348,410,329,1159,1096,1173,1395,1357,1222
"gene-SA1416",1354,1517,1602,211,323,213,1341,1198,1386,1510,1392,1527
"gene-comEB",1753,1694,2304,221,277,258,1317,1134,1374,1127,1167,1542
"gene-SA1418",1270,1394,2044,82,124,81,535,586,527,784,822,1027
"gene-SA1419",3862,2428,2137,759,844,728,3144,3504,3419,2262,2133,2378
"gene-SA1420",1735,1089,1062,359,434,344,1377,1483,1349,970,1062,1462
"gene-SA1421",1888,1705,1220,495,519,431,2292,2309,2152,1451,1389,2055
"gene-SA1422",2014,1760,1328,464,510,413,2170,2107,2137,1432,1376,2375
"gene-SA1423",815,756,481,150,163,145,827,790,962,548,560,791
"gene-aroE",2168,1897,1308,417,461,381,2237,2271,2230,1475,1379,1934
"gene-SA1425",5149,2984,2066,758,779,727,3635,3578,3447,2434,2486,3437
"gene-SA1426",2578,1281,977,296,337,295,1413,1213,1338,1010,1042,1480
"gene-pfs",3412,1297,961,349,425,338,1360,1166,1346,1105,1308,1409
"gene-SA1428",99,79,56,8,4,12,85,84,66,49,56,47
"gene-SA1429",20,26,19,6,5,5,43,33,26,22,22,32
"gene-SA1430",61,50,31,30,31,21,80,68,72,52,45,67
"gene-SA1431",267,362,258,86,73,101,514,340,567,300,326,406
"gene-SA1432",2770,2812,1005,235,259,217,996,1781,1054,646,712,1081
"gene-SA1433",1571,1722,651,126,147,97,645,1028,632,387,427,639
"gene-SA1434",3593,2898,1033,263,312,236,1180,1865,1179,862,863,1396
"gene-SA1435",961,904,320,50,67,44,363,499,326,258,243,383
"gene-SA1436",2131,1903,635,184,216,142,805,1015,737,585,628,854
"gene-SA1437",1149,1293,605,119,163,144,624,702,636,542,546,732
"gene-greA",5324,3852,4052,1052,1214,976,4312,4160,4498,4349,4823,5737
"gene-udk",3262,2555,2364,807,923,804,2914,2801,2921,2791,3103,3424
"gene-SA1440",7131,3597,3088,1197,1468,1043,3916,3891,4006,3761,4338,4651
"gene-SA1441",4683,2017,1788,557,693,563,1912,1653,1915,2143,2149,2625
"gene-SA1442",1663,883,718,180,255,181,836,603,865,1075,1004,1057
"gene-SA1443",7960,6154,6625,1209,1497,1388,3956,4002,4226,4197,3791,4794
"gene-SA1444",7309,6715,7446,1733,1979,1833,4149,4136,4215,4133,4082,5888
"gene-SA1445",4762,4458,5156,1215,1256,1265,2824,2667,2810,2956,2893,4111
"gene-alaS",6186,6243,5695,1599,1971,1466,7933,7377,7721,7168,7841,9719
"gene-SA1447",5379,4237,4317,905,1106,825,4431,4833,4587,3922,3853,4759
"gene-SA1448",1126,934,1055,186,188,161,1063,916,1004,797,811,963
"gene-SA1449",4135,3414,3520,1219,1244,1078,4385,4102,4642,3879,4190,5152
"gene-SA1450",3113,2611,2889,891,715,789,2507,2268,2375,2350,2349,3176
"gene-SA1451",443,353,358,142,117,107,282,290,270,293,295,303
"gene-SAS049",1996,889,1312,439,327,271,1460,1452,1679,3406,2170,2327
"gene-csbD",1094,376,620,377,249,249,640,689,638,1242,899,1498
"gene-SA1453",2712,3323,3742,654,711,683,3552,3904,3699,3491,3782,5064
"gene-SA1454",7278,2182,2914,989,1141,947,3250,3445,3306,2314,2777,3093
"gene-SA1455",2893,1394,1691,414,411,394,1817,1603,1837,1560,1599,2020
"gene-SAS050",35557,14994,26799,8014,7068,8217,37585,48587,20277,12410,34708,29486
"gene-aspS",2854,2406,1840,711,735,599,4328,4249,4187,2268,2635,3411
"gene-hisS",830,704,590,190,225,157,1651,1204,1718,950,891,1274
"gene-lytH",1706,5810,3692,701,886,784,7152,4355,7185,4113,4096,5637
"gene-SA1459",1389,3454,2112,514,539,440,4103,2750,3933,2150,2520,2967
"gene-relA",6862,11841,7838,1700,1874,1792,12656,8607,12393,7584,8034,11093
"gene-apt",2547,2071,1263,477,504,422,2634,2846,2556,1666,1918,2498
"gene-SA1462",6431,6007,3099,1237,1314,1152,6583,5751,6808,5025,5158,5924
"gene-secF",17166,16572,15523,3900,4456,3800,19511,16500,20788,14842,16498,19840
"gene-SA1464",5350,3110,4918,740,863,719,5165,4864,5187,3680,4176,5314
"gene-tgt",4854,2932,3405,1754,1926,1718,6634,6001,6660,4460,5314,7440
"gene-queA",3589,3094,2914,1377,1559,1353,5062,4548,4980,3333,3369,4677
"gene-ruvB",3847,2804,2703,1391,1583,1418,4650,3963,4383,3047,3199,4449
"gene-ruvA",2720,1792,1708,744,873,695,2725,2173,2642,2009,2044,2659
"gene-SA1469",2545,1698,1802,589,668,587,2739,2295,2709,1818,2087,2312
"gene-obg",7901,3997,3994,1876,2019,1832,6081,4837,6094,4640,5067,6233
"gene-rpmA",21975,3656,3156,4303,5117,4502,8268,8173,7735,5185,8479,7778
"gene-SA1472",20940,4244,3242,3793,4714,4030,8630,7262,8814,5932,8931,8320
"gene-rplU",29758,5599,4789,6936,7956,7052,12378,9078,12560,9856,12540,13216
"gene-SA1474",1643,936,720,313,367,387,1763,1647,1739,940,1127,1132
"gene-SA1475",4211,1775,1408,843,902,907,3107,2628,2993,1946,2142,2950
"gene-SA1476",1194,556,792,1009,1074,1115,940,778,962,666,826,920
"gene-SA1477",154,124,119,25,20,25,213,148,239,143,85,24
"gene-SA1478",1871,430,677,216,243,214,841,746,882,581,894,876
"gene-SA1479",0,0,0,0,0,0,0,0,0,0,0,0
"gene-ermA-3",0,0,0,0,0,0,0,0,0,0,0,0
"gene-ant(9)-3",0,0,0,0,0,0,0,0,0,0,0,0
"gene-tnpC-3",0,0,0,0,0,0,0,0,0,0,0,0
"gene-tnpB-3",0,0,0,0,0,0,0,0,0,0,0,0
"gene-tnpA-3",0,0,0,0,0,0,0,0,0,0,0,0
"gene-truncated(radC)-2",1322,1273,2940,110,165,126,561,625,615,1803,1897,2976
"gene-SA1486",1464,731,1366,132,132,137,375,436,400,1039,808,837
"gene-folC",38379,57979,41598,1757,2081,1625,7284,7454,7319,5740,5755,7299
"gene-valS",44828,99331,77865,3091,3518,2767,11873,11255,11873,10094,10211,12887
"gene-tag",2057,1419,1920,225,234,237,1181,991,1262,1090,1298,1498
"gene-SA1490",1252,719,585,304,355,306,842,833,841,942,992,822
"gene-SAS051",42,37,26,27,19,13,48,53,52,33,57,53
"gene-hemL",5775,5051,3521,1703,1785,1742,6693,6245,6553,3882,4317,5919
"gene-hemB",3174,2684,1782,898,971,832,3214,3209,3080,1890,2070,2489
"gene-hemD",1380,1839,996,413,501,382,2227,2143,2366,1352,1485,1499
"gene-hemC",5078,7317,3961,1829,2217,1726,8467,8935,8225,5777,6379,8073
"gene-hemX",4338,5723,3313,865,1099,823,5846,5932,6287,4614,4735,5447
"gene-hemA",46056,32771,29363,7150,8725,6874,34310,33498,34656,27953,30337,39383
"gene-SA1497",2984,711,584,219,248,229,1050,863,1034,810,768,827
"gene-clpX",14952,6694,5096,2256,2534,2185,10484,9939,10948,6457,7746,8645
"gene-tig",49224,13206,11177,3892,4392,3727,21014,17855,22038,14452,16548,21656
"gene-SA1500",2771,1800,2250,446,486,496,3048,2217,3148,2342,1981,3045
"gene-SA1501",1481,709,1027,173,223,194,1200,853,1209,905,890,1254
"gene-rplT",32619,3826,3935,2198,2644,2044,9751,8055,9904,6840,9716,9127
"gene-rpmI",21398,2543,2656,1249,1541,1098,6341,4986,6132,4794,6063,6931
"gene-infC",42635,4605,4992,2240,2632,2084,11701,9021,11849,8975,11776,12123
"gene-lysP",5911,6978,7410,3079,2919,3083,16121,11218,16428,11857,12830,16387
"gene-thrS",14141,7511,9950,2097,2365,1937,11265,11306,11447,9247,10048,12452
"gene-dnaI",10184,6141,6668,1051,1233,1065,6330,6262,6065,4695,5064,7452
"gene-dnaB",12632,7125,7534,1198,1289,1289,6765,7055,6980,5024,5582,7300
"gene-SA1509",4348,2302,2667,415,466,481,2360,2319,2360,1678,1897,2740
"gene-gapB",248,313,304,87,103,74,351,285,362,248,279,327
"gene-SA1511",1284,1597,1416,243,276,229,1422,1493,1394,1227,1222,1870
"gene-SA1512",1435,2021,1921,350,350,305,1668,1715,1707,1502,1561,1973
"gene-polA",4886,4774,4967,865,892,833,4357,4356,4650,3622,3749,4874
"gene-SA1514",4475,4220,3630,686,637,670,6239,4788,6477,3022,2877,2560
"gene-phoR",4324,2365,2386,661,789,638,2944,3404,3141,1937,2077,2681
"gene-phoP",2002,976,1068,254,206,264,1032,1091,989,783,824,1216
"gene-citC",4131,1585,1165,376,429,404,2076,2546,2054,995,1244,1667
"gene-citZ",2280,747,648,164,199,165,759,887,696,416,514,722
"gene-aapA",13946,11519,15360,2806,3312,2994,13537,13176,13818,10479,12207,14153
"gene-pykA",106121,70206,99833,19122,18249,20262,109194,106073,113757,65904,80218,110337
"gene-pfk",23871,17934,30560,3577,3114,3936,23890,24668,23863,13602,15919,27412
"gene-accA",3280,3291,2395,989,1110,942,4885,4356,4781,3118,3613,4131
"gene-SA1523",4013,3253,2599,967,1024,931,4356,3645,4288,2972,3429,3816
"gene-SA1524",4919,3537,3209,1205,1356,1183,4894,3888,4712,3769,4216,4861
"gene-dnaE",15476,9308,8470,1554,1791,1451,10299,12352,10304,6577,6872,9148
"gene-SA1526",5048,2520,2863,558,621,552,2747,3701,2827,1890,1941,2822
"gene-SA1527",5313,2893,3550,423,507,516,2631,3739,2694,2058,2236,3138
"gene-SA1528",3102,1798,1397,429,418,388,1236,1128,1221,1400,1751,1913
"gene-SA1529",4868,2107,2475,745,573,636,3167,2737,3425,1795,1814,2879
"gene-SA1530",2175,2031,1190,421,353,432,2095,1906,2155,1152,1147,1681
"gene-ald",1120,368,402,167,170,162,466,499,473,332,324,527
"gene-SA1532",19085,27541,16458,3333,2676,3942,14138,22020,14648,7775,12106,13023
"gene-ackA",13364,12239,12132,3325,3806,3341,19865,23420,20001,11207,12652,16339
"gene-SA1534",1798,1849,1677,366,550,303,1722,2105,1654,1462,1364,1935
"gene-SA1535",2571,2966,2755,677,700,595,3590,3718,3594,2112,2609,3483
"gene-SA1536",504,539,431,171,237,153,755,798,792,586,635,720
"gene-SA1537",1746,1053,925,307,416,298,1343,1356,1372,1152,1216,1319
"gene-SA1538",1854,1012,761,304,381,252,1156,1018,1219,1081,1042,1346
"gene-SA1539",27616,17847,17090,4289,4373,4193,21352,25916,23337,14073,14867,18406
"gene-SA1540",618,282,425,100,103,133,454,328,450,424,531,529
"gene-rpsD",70730,6443,5125,15811,18195,15809,17412,14010,18622,12691,18805,15207
"gene-tnp-3",1,0,0,0,0,0,0,0,0,0,0,0
"gene-SA1542",205,218,253,100,112,94,251,235,250,303,288,353
"gene-SA1543",458,325,399,89,82,86,362,424,374,259,329,385
"gene-SA1544",2286,8372,13849,3776,3999,4023,17548,6920,17539,15143,16207,20307
"gene-serA",3679,13908,20763,5745,6238,5815,28481,11674,28504,24366,27345,32340
"gene-SA1546",3372,5499,6118,904,930,846,5799,4405,5589,5089,5294,7244
"gene-ptaA",3257,2576,3555,688,778,741,4260,4865,4625,2172,2673,3287
"gene-SA1548",2926,1690,2216,577,640,683,3615,4036,3916,1737,1982,2458
"gene-SA1549",1664,1377,1456,539,514,528,2291,1742,2339,1690,1986,2558
"gene-tyrS",1351,1228,1522,385,359,295,2614,2450,2823,1790,1826,2550
"gene-sgtA",1278,1141,1304,155,193,175,1205,1233,1278,925,883,1014
"gene-SA1552",1253,1914,1456,473,382,445,2114,2573,1999,1779,3040,2437
"gene-fhs",3201,1598,1748,431,412,473,3476,3511,3403,1398,1587,2430
"gene-acsA",779,324,353,208,231,207,338,336,325,329,338,461
"gene-acuA",1555,865,1139,122,137,151,908,972,1043,541,636,843
"gene-acuC",1255,1102,1286,135,215,131,1251,1311,1269,757,842,1035
"gene-ccpA",5370,6741,4397,1075,1034,1146,8107,5898,8381,5130,5186,7274
"gene-SA1558",12051,22116,22310,4797,4497,5011,34084,18492,34604,26074,29658,38692
"gene-SA1559",7824,2955,3315,1476,1152,1057,3913,4405,4194,3634,3601,4643
"gene-SA1560",12739,4700,5504,2454,1999,1901,8472,8478,8849,6615,8105,7769
"gene-murC",6236,4248,3855,983,1127,980,6304,6589,6511,4444,4367,5261
"gene-SA1562",17456,8127,7127,2706,2852,2510,12081,12882,11887,8211,8906,11054
"gene-SA1563",3648,903,798,275,317,233,1217,1311,1207,947,962,1034
"gene-SA1564",5746,1264,1383,309,346,283,1609,1733,1674,1418,1544,1723
"gene-SA1565",1215,815,707,204,154,169,984,1018,932,718,779,1066
"gene-SA1566",2787,1519,1525,351,348,355,1828,2226,1799,1275,1322,1815
"gene-SA1567",2063,1325,1482,139,192,154,1406,1493,1535,1222,1034,757
"gene-SA1568",1492,861,874,196,173,165,991,1054,1012,665,701,842
"gene-SA1569",8318,8401,5578,1189,1504,1168,10167,11111,10619,7220,7284,8284
"gene-SA1570",11011,11455,9351,2680,3031,2449,15357,16229,15913,10524,11674,14999
"gene-SA1571",6377,6837,7977,1498,1583,1553,11336,8805,11967,7347,7694,10301
"gene-SA1572",8795,8135,11067,2092,2213,2303,12936,9941,12810,8405,9333,12731
"gene-SA1573",2620,1428,1493,361,337,321,2074,1932,2128,2029,1865,2398
"gene-SA1574",2692,2202,2430,409,440,404,3040,2878,3090,2382,2459,3189
"gene-SA1575",7687,3916,4264,891,985,900,5088,5193,5261,3561,4028,4111
"gene-SA1576",2797,728,892,337,359,349,1348,1238,1406,968,912,1341
"gene-SA1577",47603,118868,106702,19191,21199,23203,121316,98533,118081,78805,84483,114465
"gene-SA1578",536,826,728,133,138,121,1052,1021,1120,704,627,1031
"gene-leuS",5806,5095,5229,1265,1318,1126,8875,8433,9087,5094,5337,7932
"gene-SA1580",2061,780,857,349,468,358,964,917,1015,900,1032,962
"gene-SA1581",1639,937,1004,531,582,499,1267,908,1197,1352,1471,1543
"gene-SA1582",960,651,755,349,351,302,788,621,854,928,1069,997
"gene-rot",152,92,125,100,99,73,258,183,265,355,378,360
"gene-SA1584",3337,2089,2309,569,584,537,3052,2838,2969,2082,2216,3054
"gene-SA1585",104,41,78,16,14,13,53,50,46,59,57,63
"gene-ribH",296,371,264,218,248,209,955,1105,1025,754,793,889
"gene-ribA",626,757,566,451,626,448,1925,2176,1828,1618,1477,1959
"gene-ribB",310,436,325,267,307,200,972,1110,1052,903,851,1171
"gene-ribD",614,762,511,418,524,379,1506,1486,1464,1440,1550,1856
"gene-SA1590",170,126,133,71,56,41,156,147,156,188,146,219
"gene-SA1591",14,5,8,0,2,0,10,5,12,20,11,8
"gene-SA1592",50,32,37,20,18,18,54,42,54,60,60,38
"gene-SA1593",4700,4171,3365,1111,1251,928,4472,3887,4634,4992,4739,5035
"gene-SA1594",383,528,446,89,96,70,551,518,612,725,667,606
"gene-SA1595",573,223,318,71,94,89,270,279,322,373,388,281
"gene-SA1596",741,296,276,139,148,152,367,430,425,66,61,74
"gene-SA1597",157,285,209,91,106,77,420,193,419,497,415,272
"gene-SA1598",452,271,270,115,163,110,330,353,343,409,383,307
"gene-SA1599",2139,4147,4324,726,756,705,5225,5722,5064,2598,2952,4290
"gene-SA1600",335,127,127,53,40,40,269,165,283,257,345,151
"gene-SA1601",204,189,187,64,96,77,288,190,279,337,367,308
"gene-SA1602",156,150,141,61,50,45,268,194,253,281,303,274
"gene-truncated-SA-4",15,28,20,3,6,5,23,17,18,75,28,26
"gene-SA1606",324,237,260,112,96,91,305,299,331,262,291,356
"gene-SA1607",5155,4400,4349,1162,1140,1108,5944,6038,6718,4444,4595,5578
"gene-metK",11561,3331,2599,1477,1667,1448,5742,3697,5745,5588,6285,6421
"gene-pckA",468,267,163,189,209,191,356,318,383,281,346,418
"gene-SA1610",1,3,1,2,2,2,4,4,1,1,1,2
"gene-SA1611",600,372,309,103,137,107,810,908,699,310,316,509
"gene-SA1612",181,233,160,64,73,47,375,415,384,195,158,248
"gene-SA1613",873,463,591,119,140,132,635,753,667,478,558,599
"gene-menC",1198,753,621,216,208,202,1347,1498,1260,547,585,810
"gene-menE",1652,979,937,232,227,224,1568,1750,1452,744,720,1180
"gene-SA1616",391,307,272,106,131,97,325,296,376,244,234,334
"gene-SA1617",204,127,172,111,137,88,105,109,120,356,412,318
"gene-SA1618",230,157,223,177,179,145,201,193,160,503,638,516
"gene-SA1619",30,10,14,5,4,3,13,13,12,18,11,16
"gene-SA1620",61,48,59,7,15,12,74,47,74,59,48,45
"gene-SA1621",98,96,90,29,31,18,116,96,106,115,110,126
"gene-truncated-SA-5",388,241,167,28,47,21,204,197,215,141,124,112
"gene-tnp-4",391,281,242,60,71,57,378,335,377,274,252,373
"gene-SA1625",1731,1917,2332,290,287,302,2593,2473,2864,1956,1852,2716
"gene-SA1626",2197,1597,2341,453,437,468,2214,2028,2122,1315,1605,2212
"gene-splF",211,435,853,220,230,259,802,446,751,1067,1396,1607
"gene-splD",233,444,903,197,237,247,862,428,767,1165,1438,1724
"gene-splC",244,533,946,222,203,285,885,480,848,1248,1469,1786
"gene-splB",222,498,927,213,246,284,970,459,995,1299,1522,1893
"gene-splA",245,521,896,239,268,345,1113,593,1035,1309,1550,1959
"gene-SA1632",11,17,8,1,4,7,22,6,16,28,19,16
"gene-SA1633",38,24,20,16,12,11,69,45,39,57,37,38
"gene-truncated-SA-6",22,71,61,13,19,12,78,37,74,92,79,130
"gene-SA1635",29,24,27,1,1,2,3,1,5,24,21,8
"gene-SA1636",1442,716,961,70,67,78,734,666,911,631,601,541
"gene-lukD",185,761,543,141,193,139,710,644,740,567,529,782
"gene-lukE",144,589,424,111,148,111,570,544,550,447,489,601
"gene-SA1639",857,531,613,99,77,67,674,757,664,498,458,565
"gene-SA1640",858,257,357,75,87,47,291,210,259,480,409,469
"gene-SA1641",1206,546,635,123,126,103,487,460,560,624,591,540
"gene-seg",329,327,345,58,47,38,382,350,341,272,326,328
"gene-sen",93,85,65,14,18,8,105,95,112,92,85,88
"gene-yent2",48,24,19,11,3,5,30,23,33,37,28,28
"gene-yent1",60,21,18,11,8,0,31,36,33,46,31,42
"gene-sei",145,72,36,10,15,9,66,61,64,80,73,79
"gene-sem",260,73,31,17,16,13,69,60,74,80,64,55
"gene-seo",174,75,36,11,24,8,133,47,152,122,135,72
"gene-SAtRNA19",37,18,23,28,27,24,49,8,62,68,101,88
"gene-SAtRNA20",67,26,25,35,36,34,66,32,65,48,91,64
"gene-SAtRNA21",21,12,5,16,10,17,40,47,41,34,81,32
"gene-SAtRNA22",130,78,60,65,73,70,144,82,152,161,220,150
"gene-SAtRNA23",165,76,39,77,87,113,148,112,147,95,191,117
"gene-SAtRNA24",147,45,39,54,50,64,88,36,87,108,184,124
"gene-SAtRNA25",51,22,27,35,40,51,62,27,68,98,138,72
"gene-SAtRNA26",37,8,5,2,3,2,26,9,22,17,18,23
"gene-SA1649",866,1097,1050,271,365,296,1296,1077,1330,1224,1219,1614
"gene-hemY",3853,4479,3508,1859,2230,1959,6086,5143,6044,4246,4579,6023
"gene-hemH",3444,3233,2533,1306,1407,1349,3802,2845,3644,3418,3310,4267
"gene-hemE",4297,2482,2211,1305,1441,1293,2870,2162,2794,2920,3047,3822
"gene-TRAP",3230,1562,1981,606,567,673,2327,1659,2545,2845,3138,3028
"gene-SA1654",1725,1778,2209,486,551,450,2028,1656,2084,2254,2169,2507
"gene-SA1655",1602,1023,1414,359,336,325,1271,974,1277,1266,1361,1878
"gene-hit",3795,3394,3798,601,606,600,3300,2911,3681,3006,2976,3931
"gene-SA1657",6154,3684,4364,1270,1061,1142,4336,4255,4360,3650,4453,5568
"gene-SA1658",130,164,137,36,36,33,185,92,208,247,257,143
"gene-prsA",3548,1960,2304,722,743,670,3969,3378,4125,3089,3589,4627
"gene-cbf1",6101,6211,4145,1401,1453,1447,12263,11926,12525,4763,5366,6895
"gene-SA1661",12176,15243,9571,2945,2942,2885,30675,27875,31706,11403,11318,15870
"gene-SA1662",5193,5239,3395,828,871,815,7979,7017,8792,3844,3555,4501
"gene-SA1663",6574,2009,2503,933,1073,923,3054,3068,3205,2489,2825,3126
"gene-SA1664",1251,617,463,266,352,228,712,775,812,812,797,742
"gene-SA1665",3425,938,1067,697,849,627,1938,1193,2058,1976,2044,2290
"gene-SA1666",889,803,746,140,165,128,785,660,849,595,598,821
"gene-SA1667",1117,1130,1169,236,245,231,1168,1127,1196,908,951,1206
"gene-SA1668",6154,1182,1713,477,622,569,1370,1400,1495,1528,1760,1802
"gene-citG",4285,1492,1955,404,405,450,2701,2468,2713,1335,1635,2213
"gene-SA1670",1061,183,230,49,82,57,353,309,376,359,368,276
"gene-SAS053",1391,815,1156,203,179,176,936,939,1043,1166,1076,1388
"gene-SA1671",4778,2210,3213,1052,914,888,2660,2864,2701,2916,3165,3684
"gene-SA1672",742,480,500,157,156,138,718,560,674,642,658,727
"gene-SA1673",2207,1222,1267,435,518,482,1936,1502,1800,1560,1666,2360
"gene-SA1674",1556,1158,1724,517,447,388,2859,2508,2686,2048,2247,2939
"gene-SA1675",2244,1542,2495,525,487,378,3679,3313,3793,2437,2539,3712
"gene-SA1676",1930,974,1150,290,336,285,1356,887,1380,1399,1539,1466
"gene-tnp-5",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SAtRNA27",264,276,349,94,154,132,671,536,660,394,670,468
"gene-SAtRNA29",203,190,127,75,95,90,272,219,246,175,357,331
"gene-SAtRNA30",22,16,13,12,11,16,25,23,34,14,44,34
"gene-SAtRNA31",61,44,44,20,44,23,75,82,74,38,145,106
"gene-SAtRNA32",34,45,44,24,21,32,70,42,53,59,71,63
"gene-SAtRNA33",23,19,20,16,22,6,19,36,44,13,60,20
"gene-SAtRNA34",29,62,58,23,26,27,56,76,53,87,87,95
"gene-SAtRNA35",14,32,24,35,25,39,27,34,35,24,40,41
"gene-SAtRNA36",15,30,21,11,13,17,23,34,22,23,49,28
"gene-SAtRNA37",21,32,13,12,20,13,27,32,39,27,37,36
"gene-SAtRNA38",3,7,5,5,3,8,7,13,11,4,17,8
"gene-SAtRNA39",216,189,228,109,139,105,212,217,289,185,308,267
"gene-SAtRNA40",126,157,128,61,102,71,174,126,172,189,150,243
"gene-SAtRNA41",67,69,62,33,45,42,110,88,120,63,115,105
"gene-SAtRNA42",23,40,24,30,24,28,51,51,48,44,59,66
"gene-SAtRNA43",89,90,91,40,50,55,152,126,197,80,114,114
"gene-SAtRNA44",69,46,43,40,26,28,69,83,77,36,53,43
"gene-SAtRNA45",149,172,103,97,93,94,266,170,218,175,163,290
"gene-SAtRNA46",255,187,165,121,163,147,335,356,334,180,331,273
"gene-SAtRNA47",163,107,144,50,74,63,283,346,308,76,229,142
"gene-SAtRNA48",9,8,7,1,3,2,13,7,12,5,11,12
"gene-SAtRNA49",231,107,151,40,41,35,348,640,489,65,332,111
"gene-SAtRNA50",7,16,19,12,16,18,48,62,40,12,24,30
"gene-SAtRNA51",56,17,33,16,25,17,55,44,69,20,56,35
"gene-SAtRNA52",0,0,0,2,0,0,2,0,1,0,0,2
"gene-SArRNA08",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SArRNA09",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SAtRNA53",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SAtRNA54",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SArRNA10",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SA1678",17211,12563,8661,2013,2066,2212,10566,10500,11027,8537,8843,8044
"gene-SA1679",1151,1341,1323,331,310,273,1887,1727,1898,1305,1347,1644
"gene-SA1680",443,499,515,64,92,71,644,512,643,489,483,663
"gene-gsaB",3322,1648,1674,510,560,510,2577,2336,2544,1429,1566,2064
"gene-SA1682",5167,4124,4205,740,765,733,4621,5596,4961,2349,2797,3215
"gene-SA1683",2086,1391,1157,474,555,421,1243,1690,1244,1176,1248,1323
"gene-SA1684",3562,1021,990,359,416,346,1412,1414,1533,1156,1059,1239
"gene-SA1685",595,471,334,177,191,152,629,384,599,647,699,773
"gene-SA1686",1193,1159,862,398,405,406,1371,1545,1332,825,1062,1073
"gene-SA1687",1502,1582,1318,309,342,305,2508,2768,2708,1421,1568,1075
"gene-SA1688",3733,2781,2906,500,554,503,3843,4126,3892,2443,2597,3076
"gene-SA1689",688,473,608,65,67,85,500,480,601,442,396,549
"gene-SA1690",469,337,362,58,61,90,384,293,337,319,267,428
"gene-sgtB",4553,1751,2619,785,869,678,2615,3078,2784,2039,2458,2600
"gene-SA1692",1929,622,929,288,266,258,936,1004,919,927,925,1256
"gene-SAS054",707,199,322,44,50,51,298,231,333,230,258,288
"gene-SA1693",4725,1927,2450,896,948,825,2867,3163,2897,2058,2288,2897
"gene-SA1694",1587,1751,2186,573,551,539,2139,1589,2091,1884,1966,2557
"gene-ampS",3922,3011,4106,787,830,780,3413,2760,3300,2912,3004,4414
"gene-SA1696",102,152,259,29,29,28,189,109,205,192,209,243
"gene-SA1697",1735,1322,1872,643,515,511,2628,2123,2636,2120,2262,3370
"gene-SA1698",5217,2429,3430,755,660,694,4221,4533,4539,2675,3720,3992
"gene-SA1699",857,429,780,399,344,294,873,671,916,1119,1198,1374
"gene-vraR",878,1068,865,242,250,215,1085,1110,1082,816,957,977
